"Tanggal","Tavg","RH_avg","RR","ss","ff_avg","ddd_car"
"03-03-2024","27.8","81","1","1.8","2","W "
"04-03-2024","28.9","75","0","3.7","4","SW"
"05-03-2024","29.3","73","0.2","8.1","4","W "
"06-03-2024","28.9","77","0","8.6","3","W "
"07-03-2024","28.7","77","0","7.5","4","SW"
"08-03-2024","28.5","76","","4.7","4","W "
"09-03-2024","24.9","93","8888","4.8","2","SW"
"10-03-2024","27.3","87","30.9","0","2","S "
"11-03-2024","27.8","83","18.3","0.9","3","NW"
"12-03-2024","28.1","79","8888","0","3","SW"
"13-03-2024","28.1","81","3.8","2.4","3","NW"
"14-03-2024","26.4","87","9.8","2.1","2","NW"
"15-03-2024","26.7","84","33.9","0","3","SW"
"16-03-2024","25.5","90","8.9","0","3","W "
"17-03-2024","26.6","84","29.6","0.7","3","SW"
"18-03-2024","28.2","76","5.3","3","3","W "
"19-03-2024","28.8","69","8888","7","3","SW"
"20-03-2024","29","68","0","11","3","W "
"21-03-2024","28","80","0","11","2","NW"
"22-03-2024","25.5","92","125","10.5","1","NE"
"23-03-2024","28.8","77","16.8","0.6","2","S "
"24-03-2024","29","79","8888","10.2","2","S "
"25-03-2024","28.3","79","0.2","7.8","2","S "
"26-03-2024","28.7","79","0","3.5","2","NE"
"27-03-2024","26.9","85","1.8","5.5","2","NE"
"28-03-2024","28.6","76","0","0.2","2","S "
"29-03-2024","28.4","78","","8","2","S "
"30-03-2024","28.6","83","0","6","2","S "
"31-03-2024","29.3","78","0.3","5.8","2","S "
"01-04-2024","28.4","79","8888","7.3","1","S "
"02-04-2024","28.7","80","0","3.7","2","S "
"03-04-2024","27.9","82","","1.7","2","S "
"04-04-2024","29.2","76","0","3","2","SW"
"05-04-2024","29.1","79","0","6.7","2","SW"
"06-04-2024","29.4","75","1.6","2.5","2","W "
"07-04-2024","29.5","76","0","0.7","2","SW"
"08-04-2024","29.3","73","0","7.5","2","SW"
"09-04-2024","27.6","82","0","6.6","2","SW"
"10-04-2024","28.5","76","1.1","2.8","2","SE"
"11-04-2024","28.4","80","0","6.5","2","S "
"12-04-2024","27.2","86","14.2","3.3","2","S "
"13-04-2024","28.8","80","6.6","4.4","2","S "
